"https://www.otomoto.pl/oferta/renault-megane-iii-1-6-16v-benzyna-101km-klima-119tyskm-i-rej-2011-5-drzwi-ID6zLX2S.html#4b96ca4051","6025397142","Renault Megane III","Elbląg, Warmińsko-mazurskie","23900","Osoby prywatnej","Osobowe","Renault","Megane","III (2008-2016)","2010","119 950 km","-","101 KM","Na przednie koła","Benzyna","Manualna","1 600 cm3","Kompakt","5","5","Czarny","25 styczeń 2011","Niemcy","Używane"
"https://www.otomoto.pl/oferta/volkswagen-golf-ID6zPGWu.html#4b96ca4051","6026288492","Volkswagen Golf I","Jarocin, jarociński, Wielkopolskie","22700","Osoby prywatnej","Osobowe","Volkswagen","Golf","I (1974-1983)","1986","135 000 km","-","75 KM","Na przednie koła","Benzyna","Manualna","1 595 cm3","Kabriolet","2","4","Bordowy","2 lipiec 2015","Polska","Używane"
"https://www.otomoto.pl/oferta/mercedes-benz-klasa-a-ID6zPIT6.html#4b96ca4051","6026296032","Mercedes-Benz Klasa A W169","Chodzież, chodzieski, Wielkopolskie","12800","Osoby prywatnej","Osobowe","Mercedes-Benz","Klasa A","W169 (2004-2012)","2008","95 000 km","-","-","-","Benzyna","-","-","Auta miejskie","-","-","Inny kolor","-","-","Używane"
"https://www.otomoto.pl/oferta/toyota-corolla-verso-1-8benzyna-129km-exclusive-3x-kamera-navi-7osobowa-oplacona-z-niemiec-ID6zC9MW.html#4b96ca4051","6023062845","Toyota Corolla Verso","Elbląg, Warmińsko-mazurskie","18900","Osoby prywatnej","Osobowe","Toyota","Corolla Verso","-","2005","192 030 km","-","129 KM","Na przednie koła","Benzyna","Półautomatyczna (ASG, Tiptronic)","1 800 cm3","Minivan","5","7","Inny kolor","18 sierpień 2005","Niemcy","Używane"
"https://www.otomoto.pl/oferta/volkswagen-passat-2-0tdi-140km-salonpl-aso-2xpdc-navi-alu-super-stan-1wl-fv23-ID6zHxOI.html#4b96ca4051","6024346852","Volkswagen Passat B7","Mariana Buczka 4 / wejście od Kwiatowej - 96-500 Sochaczew, sochaczewski, Mazowieckie (Polska)","38200","Firmy","Osobowe","Volkswagen","Passat","B7 (2010-2014)","2014","146 000 km","WVWZZZ3CZFE044219","140 KM","Na przednie koła","Diesel","Manualna","1 968 cm3","Kombi","5","5","Inny kolor","1 październik 2014","Polska","Używane"
"https://www.otomoto.pl/oferta/skoda-octavia-krajowy-xenon-pelne-wyposazenie-bezwypadkowy-prywatnie-ID6zDkuP.html#4b96ca4051","6023342335","Škoda Octavia II","Pyrzowice, gm. Ożarowice, tarnogórski, Śląskie","31400","Osoby prywatnej","Osobowe","Škoda","Octavia","II (2004-2013)","2012","259 000 km","TMBGT61Z7D2016017","105 KM","Na przednie koła","Diesel","Manualna","1 598 cm3","Kombi","5","5","Niebieski","2 lipiec 2012","Polska","Używane"
"https://www.otomoto.pl/oferta/bmw-x4-nowe-bmw-x4-rocznik-2018-ID6yYlGx.html#4b96ca4051","6013575457","BMW X4","Rozdzieńskiego 204 - 40-315 Katowice, Śródmieście (Polska)","169900","Firmy","Osobowe","BMW","X4","-","2018","1 km","-","190 KM","4x4 (stały)","Benzyna","Automatyczna hydrauliczna (klasyczna)","1 995 cm3","SUV","4","5","Biały","-","-","Nowe"
"https://www.otomoto.pl/oferta/renault-grand-espace-2-0t-benzyna-os-prywatna-ID6zO2DD.html#4b96ca4051","6025895297","Renault Grand Espace","Jastrzębie-Zdrój, Śląskie","31777","Osoby prywatnej","Osobowe","Renault","Grand Espace","-","2009","202 000 km","VF1JK0AD640996728","170 KM","Na przednie koła","Benzyna+LPG","Manualna","2 000 cm3","Minivan","5","7","Srebrny","21 marzec 2009","-","Używane"
"https://www.otomoto.pl/oferta/bmw-x5-4-0-diesel-m-pakiet-4-lata-gwarancji-panor-dach-head-up-salon-polska-ID6zzzAU.html#4b96ca4051","6022447060","BMW X5 F15","Kraków, Małopolskie, Krowodrza","199000","Osoby prywatnej","Osobowe","BMW","X5","F15 (2013-)","2015","134 000 km","WBAKS610600N60090","316 KM","4x4 (stały)","Diesel","Automatyczna dwusprzęgłowa (DCT, DSG)","2 993 cm3","SUV","5","5","Biały","28 wrzesień 2015","Polska","Używane"
"https://www.otomoto.pl/oferta/audi-q7-ID6zMIT0.html#4b96ca4051","6025581042","Audi Q7 II","Winorośli 4 - 05-830 Rusiec, pruszkowski, Mazowieckie (Polska)","249900","Firmy","Osobowe","Audi","Q7","II (2015-)","2017","7 780 km","WA1VAAF74HD015919","333 KM","4x4 (dołączany automatycznie)","Benzyna","-","2 967 cm3","SUV","5","7","Złoty","1 styczeń 2017","Stany Zjednoczone","Używane"
"https://www.otomoto.pl/oferta/citroen-c3-1-0-benzyna-z-niemiec-bogaty-jak-fabrycznie-nowy-ID6zGsBM.html#4b96ca4051","6024088502","Citroën C3 II","fhumarcinkrason@gmail.com - 27-650 Tarnobrzeg, Podkarpackie (Polska)","24900","Firmy","Osobowe","Citroën","C3","II (2008-)","2013","147 000 km","-","-","Na przednie koła","Benzyna","Manualna","1 000 cm3","Kompakt","5","5","Czarny","-","Niemcy","Używane"
"https://www.otomoto.pl/oferta/bmw-x4-wyprzedaz-2017-grupa-bawaria-motors-najwiekszy-dealer-bmw-w-polsce-ID6zBAF6.html#4b96ca4051","6022927820","BMW X4","Rozdzieńskiego 204 - 40-315 Katowice, Śródmieście (Polska)","219900","Firmy","Osobowe","BMW","X4","-","2017","1 km","-","190 KM","4x4 (stały)","Diesel","Automatyczna hydrauliczna (klasyczna)","1 995 cm3","SUV","4","5","Czarny","-","-","Nowe"
"https://www.otomoto.pl/oferta/bmw-x4-wyprzedaz-2017-grupa-bawaria-motors-najwiekszy-dealer-bmw-w-polsce-ID6zCS2e.html#4b96ca4051","6023232930","BMW X4","Rozdzieńskiego 204 - 40-315 Katowice, Śródmieście (Polska)","224900","Firmy","Osobowe","BMW","X4","-","2017","1 km","-","190 KM","4x4 (stały)","Diesel","Automatyczna hydrauliczna (klasyczna)","1 995 cm3","SUV","4","5","Szary","-","-","Nowe"
"https://www.otomoto.pl/oferta/bmw-seria-5-skora-super-stan-gwarancja-pewne-auto-serwis-mozliwosc-zamiany-ID6zO0rg.html#4b96ca4051","6025886842","BMW Seria 5 F10","Margonińska 3A - 64-800 Rataje, chodzieski, Wielkopolskie (Polska)","64900","Firmy","Osobowe","BMW","Seria 5","F10 (2009-2017)","2011","221 000 km","-","163 KM","Na tylne koła","Diesel","Automatyczna hydrauliczna (klasyczna)","1 995 cm3","Kombi","5","5","Srebrny","-","Niemcy","Używane"
"https://www.otomoto.pl/oferta/porsche-panamera-porsche-panamera-turbo-s-e-hybrid-autodemo-fakvat23-porschecetrumw-wa-ID6zJlGc.html#4b96ca4051","6024776852","Porsche Panamera","Połczyńska 107 - 01-303 Warszawa, Bemowo (Polska)","970900","Firmy","Osobowe","Porsche","Panamera","-","2017","3 000 km","WP0ZZZ97ZJL144748","680 KM","4x4 (dołączany automatycznie)","Hybryda","Automatyczna dwusprzęgłowa (DCT, DSG)","3 996 cm3","Sedan","5","4","Szary","30 styczeń 2018","Polska","Używane"
"https://www.otomoto.pl/oferta/ligier-nova-2000km-z-niemiec-ID6zFtJw.html#4b96ca4051","6023854497","Ligier Nova","Nowa Sól, nowosolski, Lubuskie","8499","Osoby prywatnej","Osobowe","Ligier","Nova","-","2002","2 000 km","-","10 KM","-","Benzyna","Automatyczna hydrauliczna (klasyczna)","400 cm3","Auta małe","-","-","Srebrny","-","Niemcy","Używane"
"https://www.otomoto.pl/oferta/opel-astra-astra-j-sw-1-7-cdti-110km-cosmo-navi-alu-chrom-serwis-po-oplatach-ID6zLVWn.html#4b96ca4051","6025396677","Opel Astra J","Zawiercie, zawierciański, Śląskie, Kromołów","36990","Osoby prywatnej","Osobowe","Opel","Astra","J (2009-2015)","2013","126 000 km","-","110 KM","Na przednie koła","Diesel","Manualna","1 700 cm3","Kombi","5","5","Czarny","-","Belgia","Używane"
"https://www.otomoto.pl/oferta/nissan-qashqai-panorama-biala-perla-multimedia-gwarancja-aso-serwis-pewne-auto-ID6zNZWp.html#4b96ca4051","6025884867","Nissan Qashqai II","Margonińska 3A - 64-800 Rataje, chodzieski, Wielkopolskie (Polska)","69900","Firmy","Osobowe","Nissan","Qashqai","II (2013-)","2015","95 000 km","-","110 KM","Na przednie koła","Diesel","Manualna","1 461 cm3","SUV","5","5","Biały","-","Niemcy","Używane"
"https://www.otomoto.pl/oferta/fiat-doblo-1-3-multjet-85ps-klima-parktronic-162tys-km-serwis-z-niemiec-rej-256zl-ID6zFX6e.html#4b96ca4051","6023967382","Fiat Doblo I","Czarne, człuchowski, Pomorskie","14900","Osoby prywatnej","Osobowe","Fiat","Doblo","I (2000-2010)","2009","162 000 km","-","85 KM","Na przednie koła","Diesel","Manualna","1 300 cm3","Minivan","5","5","Srebrny","-","Niemcy","Używane"
"https://www.otomoto.pl/oferta/ford-grand-c-max-1-6-tdci-titanium-oryginalny-lakier-navi-vip-gwarant-zamiana-ID6zvDgj.html#4b96ca4051","6021746175","Ford Grand C-MAX","Elbląg, Warmińsko-mazurskie","37900","Osoby prywatnej","Osobowe","Ford","Grand C-MAX","-","2013","189 000 km","WF0HXXWPBHCT65869","115 KM","Na przednie koła","Diesel","Manualna","1 600 cm3","Minivan","5","5","Szary","-","Niemcy","Używane"
"https://www.otomoto.pl/oferta/skoda-fabia-m-2007r-salon-polska-iwlasciciel-bezwypadkowa-klimatyzacja-gwarancja-ID6zMILP.html#4b96ca4051","6025580597","Škoda Fabia I","ZABŁUDOWSKA 37 - 15-585 Białystok, Podlaskie (Polska)","13900","Firmy","Osobowe","Škoda","Fabia","I (1999-2008)","2006","122 412 km","-","64 KM","-","Benzyna","Manualna","1 200 cm3","Kombi","5","5","Bordowy","-","Polska","Używane"
"https://www.otomoto.pl/oferta/bmw-seria-3-bmw-e46-m-pakiet-330d-manual-full-opcja-jedyna-taka-zobacz-okazja-ID6zJlzA.html#4b96ca4051","6024776442","BMW Seria 3 E46","Lublin, Lubelskie","30500","Osoby prywatnej","Osobowe","BMW","Seria 3","E46 (1998-2007)","2004","252 000 km","-","280 KM","Na tylne koła","Diesel","Manualna","3 000 cm3","Kombi","5","5","Czarny","-","Niemcy","Używane"
